item_code,source_file,date,doc_no,rec_qty,iss_qty,balance,pdf_safety_stock,pdf_maximum_stock
SP-FE033,SP-FE033.pdf,09/08/2022,ISS-65080794,,1.0,0.0,1.0,2.0
SP-FE033,SP-FE033.pdf,10/08/2022,REC-22080107,1.0,,1.0,1.0,2.0
SP-FE033,SP-FE033.pdf,16/05/2025,ISS-68050568,,1.0,0.0,1.0,2.0
SP-FE033,SP-FE033.pdf,31/07/2025,REC-25070140,1.0,,1.0,1.0,2.0
SP-FE034,SP-FE034.pdf,18/05/2020,REC-20050001,3.0,,3.0,1.0,2.0
SP-FE034,SP-FE034.pdf,19/05/2021,ISS-64050519,,1.0,2.0,1.0,2.0
SP-FE034,SP-FE034.pdf,06/08/2021,ISS-64080736,,1.0,1.0,1.0,2.0
SP-FE034,SP-FE034.pdf,17/07/2023,REC-23070095,1.0,,2.0,1.0,2.0
SP-FE034,SP-FE034.pdf,21/08/2023,ISS-66080842,,1.0,1.0,1.0,2.0
SP-FE034,SP-FE034.pdf,05/03/2025,REC-25030025,2.0,,3.0,1.0,2.0
SP-FE034,SP-FE034.pdf,12/07/2025,ISS-68070840,,1.0,2.0,1.0,2.0
SP-FE036,SP-FE036.pdf,18/05/2020,REC-20050001,1.0,,1.0,0.0,1.0
SP-FE037,SP-FE037.pdf,28/05/2020,REC-20050038,5.0,,5.0,2.0,4.0
SP-FE037,SP-FE037.pdf,28/05/2020,ISS-63050035,,1.0,4.0,2.0,4.0
SP-FE037,SP-FE037.pdf,28/05/2020,ISS-63050036,,1.0,3.0,2.0,4.0
SP-FE037,SP-FE037.pdf,28/05/2020,ISS-63050037,,1.0,2.0,2.0,4.0
SP-FE037,SP-FE037.pdf,26/06/2020,ISS-63060115,,1.0,1.0,2.0,4.0
SP-FE037,SP-FE037.pdf,20/08/2020,ISS-63080303,,1.0,0.0,2.0,4.0
SP-FE037,SP-FE037.pdf,28/09/2020,REC-20090110,2.0,,2.0,2.0,4.0
SP-FE037,SP-FE037.pdf,10/10/2020,REC-20100116,3.0,,5.0,2.0,4.0
SP-FE037,SP-FE037.pdf,08/03/2021,ISS-64030256,,2.0,3.0,2.0,4.0
SP-FE037,SP-FE037.pdf,18/08/2021,ISS-64080769,,1.0,2.0,2.0,4.0
SP-FE037,SP-FE037.pdf,10/12/2021,ISS-64121187,,1.0,1.0,2.0,4.0
SP-FE037,SP-FE037.pdf,21/02/2022,ISS-65020171,,1.0,0.0,2.0,4.0
SP-FE037,SP-FE037.pdf,25/03/2022,REC-22030034,2.0,,2.0,2.0,4.0
SP-FE037,SP-FE037.pdf,23/04/2022,ISS-65040365,,1.0,1.0,2.0,4.0
SP-FE037,SP-FE037.pdf,11/05/2022,ISS-65050434,,1.0,0.0,2.0,4.0
SP-FE037,SP-FE037.pdf,18/05/2022,REC-22050056,3.0,,3.0,2.0,4.0
SP-FE037,SP-FE037.pdf,19/05/2022,ISS-65050479,,1.0,2.0,2.0,4.0
SP-FE037,SP-FE037.pdf,14/07/2022,ISS-65070712,,1.0,1.0,2.0,4.0
SP-FE037,SP-FE037.pdf,03/10/2022,ISS-65101001,,1.0,0.0,2.0,4.0
SP-FE037,SP-FE037.pdf,13/01/2023,REC-23010004,2.0,,2.0,2.0,4.0
SP-FE037,SP-FE037.pdf,13/01/2023,ISS-66010045,,1.0,1.0,2.0,4.0
SP-FE037,SP-FE037.pdf,28/08/2023,ISS-66080880,,1.0,0.0,2.0,4.0
SP-FE037,SP-FE037.pdf,16/07/2024,REC-24070100,1.0,,1.0,2.0,4.0
SP-FE037,SP-FE037.pdf,24/09/2024,ISS-67091047,,1.0,0.0,2.0,4.0
SP-FE039,SP-FE039.pdf,18/05/2020,REC-20050018,10.0,,10.0,,
SP-FE039,SP-FE039.pdf,29/05/2020,ISS-63050040,,5.0,5.0,,
SP-FE039,SP-FE039.pdf,09/07/2020,REC-20070063,10.0,,15.0,,
SP-FE039,SP-FE039.pdf,18/07/2020,ISS-63070209,,1.0,14.0,,
SP-FE039,SP-FE039.pdf,10/08/2020,ISS-63080276,,10.0,4.0,,
SP-FE039,SP-FE039.pdf,10/09/2020,ISS-63090371,,4.0,0.0,,
SP-FE039,SP-FE039.pdf,05/11/2020,REC-20110135,20.0,,20.0,,
SP-FE039,SP-FE039.pdf,08/01/2021,ISS-64010021,,1.0,19.0,,
SP-FE039,SP-FE039.pdf,25/01/2021,ISS-64010103,,1.0,18.0,,
SP-FE039,SP-FE039.pdf,10/03/2021,ISS-64030266,,2.0,16.0,,
SP-FE039,SP-FE039.pdf,23/03/2021,ISS-64030308,,2.0,14.0,,
SP-FE039,SP-FE039.pdf,25/03/2021,ISS-64030315,,2.0,12.0,,
SP-FE039,SP-FE039.pdf,29/05/2021,ISS-64050550,,1.0,11.0,,
SP-FE039,SP-FE039.pdf,03/12/2021,ISS-64121164,,2.0,9.0,,
SP-FE039,SP-FE039.pdf,04/02/2022,ISS-65020112,,1.0,8.0,,
SP-FE039,SP-FE039.pdf,23/07/2022,ISS-65070737,,2.0,6.0,,
SP-FE039,SP-FE039.pdf,17/09/2022,REC-22090128,20.0,,26.0,,
SP-FE039,SP-FE039.pdf,13/10/2022,ISS-65101034,,2.0,24.0,,
SP-FE039,SP-FE039.pdf,14/02/2023,ISS-66020200,,1.0,23.0,,
SP-FE039,SP-FE039.pdf,21/06/2023,ISS-66060644,,2.0,21.0,,
SP-FE039,SP-FE039.pdf,17/08/2023,ISS-66080831,,2.0,19.0,,
SP-FE039,SP-FE039.pdf,10/10/2023,ISS-66101080,,1.0,18.0,,
SP-FE039,SP-FE039.pdf,10/04/2024,ISS-67040377,,2.0,16.0,,
SP-FE039,SP-FE039.pdf,15/05/2024,ISS-67050486,,2.0,14.0,,
SP-FE039,SP-FE039.pdf,12/06/2024,ISS-67060602,,1.0,13.0,,
SP-FE039,SP-FE039.pdf,12/06/2024,ISS-67060603,,1.0,12.0,,
SP-FE039,SP-FE039.pdf,26/06/2024,ISS-67060660,,2.0,10.0,,
SP-FE039,SP-FE039.pdf,09/08/2024,ISS-67080833,,1.0,9.0,,
SP-FE039,SP-FE039.pdf,30/09/2024,ISS-67091081,,1.0,8.0,,
SP-FE039,SP-FE039.pdf,31/07/2025,ISS-68070907,,2.0,6.0,,
SP-FE041,SP-FE041.pdf,27/11/2020,REC-20110149,3.0,,3.0,,
SP-FE041,SP-FE041.pdf,22/02/2021,ISS-64020192,,1.0,2.0,,
SP-FE041,SP-FE041.pdf,16/03/2021,ISS-64030279,,1.0,1.0,,
SP-FE041,SP-FE041.pdf,25/03/2022,REC-22030034,2.0,,3.0,,
SP-FE041,SP-FE041.pdf,26/03/2022,ISS-65030293,,1.0,2.0,,
SP-FE041,SP-FE041.pdf,22/06/2023,ISS-66101071,,1.0,1.0,,
SP-FE041,SP-FE041.pdf,16/07/2024,REC-24070100,2.0,,3.0,,
SP-FE041,SP-FE041.pdf,13/02/2025,ISS-68020169,,1.0,2.0,,
SP-FE041,SP-FE041.pdf,14/07/2026,REC-26070141,4.0,,6.0,,
SP-FE041,SP-FE041.pdf,14/07/2026,ISS-69070698,,1.0,5.0,,
SP-FE043,SP-FE043.pdf,13/09/2024,REC-24090140,2.0,,2.0,,
SP-FE043,SP-FE043.pdf,23/09/2024,ISS-67091045,,2.0,0.0,,
SP-FE043,SP-FE043.pdf,12/12/2024,REC-24120217,2.0,,2.0,,
SP-FE043,SP-FE043.pdf,12/12/2024,ISS-67121434,,1.0,1.0,,
SP-FE044,SP-FE044.pdf,06/06/2020,REC-20060044,2.0,,2.0,,
SP-FE044,SP-FE044.pdf,12/06/2020,REC-20060045,2.0,,4.0,,
SP-FE044,SP-FE044.pdf,17/06/2020,ISS-63060086,,1.0,3.0,,
SP-FE044,SP-FE044.pdf,13/11/2020,ISS-63110586,,1.0,2.0,,
SP-FE044,SP-FE044.pdf,17/09/2021,ISS-64090884,,1.0,1.0,,
SP-FE044,SP-FE044.pdf,16/02/2022,ISS-65020149,,1.0,0.0,,
SP-FE044,SP-FE044.pdf,17/07/2023,REC-23070095,5.0,,5.0,,
SP-FE044,SP-FE044.pdf,20/07/2023,ISS-66070738,,3.0,2.0,,
SP-FE044,SP-FE044.pdf,08/08/2023,ISS-66080796,,1.0,1.0,,
SP-FE044,SP-FE044.pdf,14/09/2023,ISS-66090969,,1.0,0.0,,
SP-FE044,SP-FE044.pdf,22/03/2024,REC-24030041,4.0,,4.0,,
SP-FE044,SP-FE044.pdf,02/04/2024,ISS-67040335,,2.0,2.0,,
SP-FE044,SP-FE044.pdf,16/07/2024,REC-24070100,4.0,,6.0,,
SP-FE044,SP-FE044.pdf,17/07/2024,ISS-67091075,,4.0,2.0,,
SP-FE044,SP-FE044.pdf,11/09/2024,ISS-67091001,,1.0,1.0,,
SP-FE044,SP-FE044.pdf,27/09/2024,ISS-67091076,,1.0,0.0,,
SP-FE044,SP-FE044.pdf,05/03/2025,REC-25030025,2.0,,2.0,,
SP-FE044,SP-FE044.pdf,31/05/2025,ISS-68050640,,1.0,1.0,,
SP-FE044,SP-FE044.pdf,10/06/2025,ISS-68091069,,1.0,0.0,,
SP-FE044,SP-FE044.pdf,25/08/2025,REC-25080155,3.0,,3.0,,
SP-FE044,SP-FE044.pdf,10/09/2025,ISS-68091070,,1.0,2.0,,
SP-FE044,SP-FE044.pdf,15/09/2025,ISS-68091075,,1.0,1.0,,
SP-FE045,SP-FE045.pdf,06/06/2020,REC-20060044,2.0,,2.0,1.0,3.0
SP-FE045,SP-FE045.pdf,25/08/2020,ISS-63080322,,1.0,1.0,1.0,3.0
SP-FE045,SP-FE045.pdf,25/03/2021,ISS-64030312,,1.0,0.0,1.0,3.0
SP-FE045,SP-FE045.pdf,19/05/2025,REC-25050084,2.0,,2.0,1.0,3.0
SP-FE045,SP-FE045.pdf,09/06/2025,ISS-68060689,,1.0,1.0,1.0,3.0
SP-FE045,SP-FE045.pdf,10/07/2025,ISS-68070825,,1.0,0.0,1.0,3.0
SP-FE046,SP-FE046.pdf,06/06/2020,REC-20060044,2.0,,2.0,1.0,3.0
SP-FE046,SP-FE046.pdf,24/06/2020,ISS-63060108,,1.0,1.0,1.0,3.0
SP-FE046,SP-FE046.pdf,25/06/2020,ISS-63060112,,1.0,0.0,1.0,3.0
SP-FE046,SP-FE046.pdf,28/10/2020,REC-20100131,3.0,,3.0,1.0,3.0
SP-FE046,SP-FE046.pdf,10/11/2020,ISS-63110565,,1.0,2.0,1.0,3.0
SP-FE046,SP-FE046.pdf,17/12/2020,ISS-63120719,,1.0,1.0,1.0,3.0
SP-FE046,SP-FE046.pdf,02/02/2021,ISS-64020132,,1.0,0.0,1.0,3.0
SP-FE046,SP-FE046.pdf,24/07/2023,REC-23070104,2.0,,2.0,1.0,3.0
SP-FE046,SP-FE046.pdf,18/11/2023,ISS-66111227,,1.0,1.0,1.0,3.0
SP-FE046,SP-FE046.pdf,15/01/2024,ISS-67010065,,1.0,0.0,1.0,3.0
SP-FE046,SP-FE046.pdf,05/03/2025,REC-25030025,2.0,,2.0,1.0,3.0
SP-FE046,SP-FE046.pdf,13/03/2025,ISS-68030277,,1.0,1.0,1.0,3.0
SP-FE046,SP-FE046.pdf,17/05/2025,ISS-68050574,,1.0,0.0,1.0,3.0
SP-FE047,SP-FE047.pdf,05/06/2020,REC-20080091,1.0,,1.0,,
SP-FE047,SP-FE047.pdf,10/08/2020,ISS-63080280,,1.0,0.0,,
SP-FE047,SP-FE047.pdf,14/09/2021,REC-21090170,2.0,,2.0,,
SP-FE047,SP-FE047.pdf,15/09/2021,ISS-64090878,,2.0,0.0,,
SP-FE047,SP-FE047.pdf,06/01/2022,REC-22010001,2.0,,2.0,,
SP-FE047,SP-FE047.pdf,24/03/2022,ISS-65030278,,1.0,1.0,,
SP-FE047,SP-FE047.pdf,07/05/2022,ISS-65050421,,1.0,0.0,,
SP-FE047,SP-FE047.pdf,17/07/2023,REC-23070095,6.0,,6.0,,
SP-FE047,SP-FE047.pdf,19/07/2023,ISS-66070735,,3.0,3.0,,
SP-FE047,SP-FE047.pdf,14/08/2023,ISS-66080818,,1.0,2.0,,
SP-FE047,SP-FE047.pdf,04/03/2024,ISS-67030210,,1.0,1.0,,
SP-FE047,SP-FE047.pdf,22/04/2024,ISS-67091089,,1.0,0.0,,
SP-FE047,SP-FE047.pdf,27/09/2024,REC-24090159,6.0,,6.0,,
SP-FE047,SP-FE047.pdf,30/09/2024,ISS-67091090,,5.0,1.0,,
SP-FE047,SP-FE047.pdf,16/01/2025,ISS-68010058,,1.0,0.0,,
SP-FE047,SP-FE047.pdf,05/03/2025,REC-25030025,4.0,,4.0,,
SP-FE047,SP-FE047.pdf,05/06/2025,ISS-68060673,,1.0,3.0,,
SP-FE047,SP-FE047.pdf,28/10/2025,ISS-68101251,,1.0,2.0,,
SP-FE047,SP-FE047.pdf,15/11/2025,ISS-68111323,,1.0,1.0,,
SP-FE047,SP-FE047.pdf,28/11/2025,ISS-68121469,,1.0,0.0,,
SP-FE047,SP-FE047.pdf,19/03/2026,REC-26030055,6.0,,6.0,,
SP-FE047,SP-FE047.pdf,19/03/2026,ISS-69030291,,2.0,4.0,,
SP-FE048,SP-FE048.pdf,15/10/2020,REC-20100119,2.0,,2.0,,
SP-FE048,SP-FE048.pdf,16/10/2020,ISS-63100479,,1.0,1.0,,
SP-FE048,SP-FE048.pdf,12/01/2021,ISS-64010042,,1.0,0.0,,
SP-FE048,SP-FE048.pdf,30/01/2021,REC-21010017,2.0,,2.0,,
SP-FE048,SP-FE048.pdf,27/02/2021,ISS-64020217,,1.0,1.0,,
SP-FE048,SP-FE048.pdf,21/08/2023,ISS-66080841,,1.0,0.0,,
SP-FE048,SP-FE048.pdf,25/08/2023,REC-23080117,1.0,,1.0,,
SP-FE048,SP-FE048.pdf,08/02/2025,ISS-68020144,,1.0,0.0,,
SP-FE048,SP-FE048.pdf,05/06/2025,REC-25060101,1.0,,1.0,,
SP-FE048,SP-FE048.pdf,05/08/2025,ISS-68080924,,1.0,0.0,,
SP-FE048,SP-FE048.pdf,30/01/2026,REC-26010024,3.0,,3.0,,
SP-FE048,SP-FE048.pdf,03/02/2026,ISS-69020121,,1.0,2.0,,
SP-FE048,SP-FE048.pdf,19/03/2026,REC-26030056,2.0,,4.0,,
SP-FE049,SP-FE049.pdf,28/10/2020,REC-20100131,3.0,,3.0,,
SP-FE049,SP-FE049.pdf,31/10/2020,ISS-63110537,,2.0,1.0,,
SP-FE049,SP-FE049.pdf,10/11/2020,REC-20110138,5.0,,6.0,,
SP-FE049,SP-FE049.pdf,11/11/2020,ISS-63110575,,4.0,2.0,,
SP-FE049,SP-FE049.pdf,11/05/2021,ISS-64050470,,1.0,1.0,,
SP-FE049,SP-FE049.pdf,22/03/2022,ISS-65030269,,1.0,0.0,,
SP-FE049,SP-FE049.pdf,17/07/2023,REC-23070095,1.0,,1.0,,
SP-FE050,SP-FE050.pdf,28/10/2020,REC-20100131,3.0,,3.0,,
SP-FE050,SP-FE050.pdf,31/10/2020,ISS-63110537,,2.0,1.0,,
SP-FE050,SP-FE050.pdf,10/11/2020,REC-20110138,5.0,,6.0,,
SP-FE050,SP-FE050.pdf,11/11/2020,ISS-63110577,,4.0,2.0,,
SP-FE050,SP-FE050.pdf,12/12/2020,REC-20120159,7.0,,9.0,,
SP-FE050,SP-FE050.pdf,11/05/2021,ISS-64050467,,1.0,8.0,,
SP-FE050,SP-FE050.pdf,22/03/2022,ISS-65030270,,1.0,7.0,,
SP-FE050,SP-FE050.pdf,25/12/2025,ISS-68121484,,1.0,6.0,,
SP-FE051,SP-FE051.pdf,12/12/2020,REC-20120159,3.0,,3.0,1.0,5.0
SP-FE052,SP-FE052.pdf,12/01/2021,REC-21040077,4.0,,4.0,1.0,4.0
SP-FE052,SP-FE052.pdf,10/04/2021,ISS-64040380,,1.0,3.0,1.0,4.0
SP-FE052,SP-FE052.pdf,10/04/2021,ISS-64040381,,1.0,2.0,1.0,4.0
SP-FE052,SP-FE052.pdf,16/02/2022,ISS-65020150,,1.0,1.0,1.0,4.0
SP-FE052,SP-FE052.pdf,19/05/2025,REC-25050084,2.0,,3.0,1.0,4.0
SP-FE052,SP-FE052.pdf,21/05/2025,ISS-68060776,,1.0,2.0,1.0,4.0
SP-FE052,SP-FE052.pdf,28/05/2025,ISS-68050616,,1.0,1.0,1.0,4.0
SP-FE052,SP-FE052.pdf,02/06/2025,ISS-68060649,,1.0,0.0,1.0,4.0
SP-FE053,SP-FE053.pdf,22/05/2019,REC-21040074,1.0,,1.0,0.0,1.0
SP-FE053,SP-FE053.pdf,23/05/2019,ISS-64040365,,1.0,0.0,0.0,1.0
SP-FE053,SP-FE053.pdf,29/05/2019,REC-21040075,2.0,,2.0,0.0,1.0
SP-FE053,SP-FE053.pdf,30/03/2020,ISS-64040366,,1.0,1.0,0.0,1.0
SP-FE053,SP-FE053.pdf,31/03/2020,ISS-64040367,,1.0,0.0,0.0,1.0
SP-FE053,SP-FE053.pdf,09/10/2021,REC-21100179,2.0,,2.0,0.0,1.0
SP-FE053,SP-FE053.pdf,15/06/2023,ISS-66060621,,1.0,1.0,0.0,1.0
SP-FE053,SP-FE053.pdf,31/01/2024,ISS-67010111,,1.0,0.0,0.0,1.0
SP-FE053,SP-FE053.pdf,10/03/2025,REC-25030024,4.0,,4.0,0.0,1.0
SP-FE053,SP-FE053.pdf,12/03/2025,ISS-68030268,,1.0,3.0,0.0,1.0
SP-FE053,SP-FE053.pdf,14/05/2025,ISS-68050538,,1.0,2.0,0.0,1.0
SP-FE053,SP-FE053.pdf,15/10/2025,ISS-68101181,,1.0,1.0,0.0,1.0
SP-FE053,SP-FE053.pdf,19/03/2026,REC-26030056,5.0,,6.0,0.0,1.0
SP-FE054,SP-FE054.pdf,19/03/2020,REC-21040076,1.0,,1.0,0.0,1.0
SP-FE054,SP-FE054.pdf,20/03/2020,ISS-64040368,,1.0,0.0,0.0,1.0
SP-FE054,SP-FE054.pdf,09/10/2021,REC-21100179,1.0,,1.0,0.0,1.0
SP-FE054,SP-FE054.pdf,03/11/2022,ISS-65111124,,1.0,0.0,0.0,1.0
SP-FE054,SP-FE054.pdf,10/03/2025,REC-25030024,2.0,,2.0,0.0,1.0
SP-FE055,SP-FE055.pdf,09/10/2021,REC-21100179,2.0,,2.0,0.0,1.0
SP-FE055,SP-FE055.pdf,10/05/2022,ISS-65050430,,1.0,1.0,0.0,1.0
SP-FE055,SP-FE055.pdf,03/11/2022,ISS-65111124,,1.0,0.0,0.0,1.0
SP-FE055,SP-FE055.pdf,10/03/2025,REC-25030024,2.0,,2.0,0.0,1.0
SP-FE056,SP-FE056.pdf,09/10/2021,REC-21100179,1.0,,1.0,0.0,1.0
SP-FE056,SP-FE056.pdf,18/05/2022,ISS-65050473,,1.0,0.0,0.0,1.0
SP-FE056,SP-FE056.pdf,19/03/2026,REC-26030056,1.0,,1.0,0.0,1.0
SP-FE060,SP-FE060.pdf,30/04/2021,REC-21040100,10.0,,10.0,2.0,10.0
SP-FE060,SP-FE060.pdf,03/05/2021,ISS-64050439,,2.0,8.0,2.0,10.0
SP-FE061,SP-FE061.pdf,12/05/2021,REC-21050109,2.0,,2.0,1.0,2.0
SP-FE061,SP-FE061.pdf,20/10/2021,ISS-64101002,,1.0,1.0,1.0,2.0
SP-FE062,SP-FE062.pdf,09/08/2021,REC-21080152,1.0,,1.0,,
SP-FE062,SP-FE062.pdf,17/05/2025,ISS-68050578,,1.0,0.0,,
SP-FE063,SP-FE063.pdf,19/11/2021,REC-21110198,2.0,,2.0,0.0,2.0
SP-FE063,SP-FE063.pdf,16/05/2022,ISS-65050463,,1.0,1.0,0.0,2.0
SP-FE063,SP-FE063.pdf,18/05/2022,REC-22050056,3.0,,4.0,0.0,2.0
SP-FE063,SP-FE063.pdf,07/04/2023,ISS-66040412,,3.0,1.0,0.0,2.0
SP-FE063,SP-FE063.pdf,10/04/2023,REC-23040057,2.0,,3.0,0.0,2.0
SP-FE063,SP-FE063.pdf,26/02/2024,ISS-67020188,,1.0,2.0,0.0,2.0
SP-FE064,SP-FE064.pdf,25/03/2022,REC-22030033,2.0,,2.0,1.0,3.0
SP-FE064,SP-FE064.pdf,26/03/2022,ISS-65030289,,1.0,1.0,1.0,3.0
SP-FE064,SP-FE064.pdf,04/02/2023,ISS-66020153,,1.0,0.0,1.0,3.0
SP-FE064,SP-FE064.pdf,17/07/2023,REC-23070095,1.0,,1.0,1.0,3.0
SP-FE064,SP-FE064.pdf,16/07/2024,REC-24070100,4.0,,5.0,1.0,3.0
SP-FE065,SP-FE065.pdf,07/05/2022,REC-22050047,1.0,,1.0,1.0,2.0
SP-FE066,SP-FE066.pdf,07/05/2022,REC-22050047,1.0,,1.0,1.0,2.0
SP-FE067,SP-FE067.pdf,07/05/2022,REC-22050047,1.0,,1.0,1.0,2.0
SP-FE067,SP-FE067.pdf,03/11/2022,ISS-65111124,,1.0,0.0,1.0,2.0
SP-FE068,SP-FE068.pdf,06/01/2022,REC-22010001,2.0,,2.0,1.0,2.0
SP-FE068,SP-FE068.pdf,10/05/2024,ISS-67050482,,1.0,1.0,1.0,2.0
SP-FE068,SP-FE068.pdf,12/06/2025,REC-25060113,1.0,,2.0,1.0,2.0
SP-FE068,SP-FE068.pdf,26/06/2025,REC-25060115,1.0,,3.0,1.0,2.0
SP-FE068,SP-FE068.pdf,28/10/2025,ISS-68101252,,1.0,2.0,1.0,2.0
SP-FE068,SP-FE068.pdf,13/01/2026,ISS-69010036,,1.0,1.0,1.0,2.0
SP-FE068,SP-FE068.pdf,13/01/2026,ISS-69030270,,1.0,0.0,1.0,2.0
SP-FE068,SP-FE068.pdf,20/06/2026,REC-26060123,4.0,,4.0,1.0,2.0
SP-FE068,SP-FE068.pdf,20/06/2026,ISS-69060619,,0.0,4.0,1.0,2.0
SP-FE069,SP-FE069.pdf,25/03/2022,REC-22030033,2.0,,2.0,1.0,2.0
SP-FE069,SP-FE069.pdf,26/03/2022,ISS-65030286,,1.0,1.0,1.0,2.0
SP-FE069,SP-FE069.pdf,03/09/2022,ISS-65090894,,1.0,0.0,1.0,2.0
SP-FE069,SP-FE069.pdf,17/07/2023,REC-23070095,2.0,,2.0,1.0,2.0
SP-FE069,SP-FE069.pdf,10/05/2024,ISS-67050465,,1.0,1.0,1.0,2.0
SP-FE069,SP-FE069.pdf,15/05/2024,REC-24050065,1.0,,2.0,1.0,2.0
SP-FE069,SP-FE069.pdf,01/02/2025,ISS-68020104,,1.0,1.0,1.0,2.0
SP-FE070,SP-FE070.pdf,25/03/2022,REC-22030033,3.0,,3.0,1.0,3.0
SP-FE070,SP-FE070.pdf,02/06/2022,ISS-65060530,,1.0,2.0,1.0,3.0
SP-FE070,SP-FE070.pdf,12/07/2022,ISS-65070697,,1.0,1.0,1.0,3.0
SP-FE070,SP-FE070.pdf,08/02/2023,ISS-66020176,,1.0,0.0,1.0,3.0
SP-FE070,SP-FE070.pdf,17/07/2023,REC-23070095,1.0,,1.0,1.0,3.0
SP-FE070,SP-FE070.pdf,07/10/2024,REC-24100163,3.0,,4.0,1.0,3.0
SP-FE070,SP-FE070.pdf,18/11/2024,REC-24110193,1.0,,5.0,1.0,3.0
SP-FE070,SP-FE070.pdf,19/11/2024,ISS-67111323,,1.0,4.0,1.0,3.0
SP-FE070,SP-FE070.pdf,12/05/2025,ISS-68050523,,1.0,3.0,1.0,3.0
SP-FE070,SP-FE070.pdf,27/11/2025,ISS-68111361,,3.0,0.0,1.0,3.0
SP-FE070,SP-FE070.pdf,19/03/2026,REC-26030055,3.0,,3.0,1.0,3.0
SP-FE071,SP-FE071.pdf,07/05/2022,REC-22050047,1.0,,1.0,1.0,2.0
SP-FE071,SP-FE071.pdf,07/05/2022,REC-22050049,1.0,,2.0,1.0,2.0
SP-FE071,SP-FE071.pdf,10/05/2022,ISS-65050427,,1.0,1.0,1.0,2.0
SP-FE072,SP-FE072.pdf,17/07/2023,REC-23070095,1.0,,1.0,1.0,2.0
SP-FE073,SP-FE073.pdf,16/07/2024,REC-24070100,2.0,,2.0,0.0,2.0
SP-FE073,SP-FE073.pdf,14/11/2024,ISS-67111313,,1.0,1.0,0.0,2.0
SP-FE073,SP-FE073.pdf,17/01/2025,ISS-68010064,,1.0,0.0,0.0,2.0
SP-FE074,SP-FE074.pdf,16/07/2024,REC-24090154,4.0,,4.0,0.0,4.0
SP-FE075,SP-FE075.pdf,16/10/2024,REC-24100171,3.0,,3.0,0.0,2.0
SP-FE075,SP-FE075.pdf,17/10/2024,ISS-67101192,,2.0,1.0,0.0,2.0
SP-FE076,SP-FE076.pdf,18/11/2024,REC-24110193,1.0,,1.0,0.0,1.0
SP-FE076,SP-FE076.pdf,19/11/2024,ISS-67111323,,1.0,0.0,0.0,1.0
SP-FE076,SP-FE076.pdf,30/01/2026,REC-26010022,2.0,,2.0,0.0,1.0
SP-FE076,SP-FE076.pdf,07/03/2026,ISS-69030253,,1.0,1.0,0.0,1.0
SP-FE076,SP-FE076.pdf,26/05/2026,REC-26050101,1.0,,2.0,0.0,1.0
SP-FE076,SP-FE076.pdf,26/05/2026,ISS-69050516,,1.0,1.0,0.0,1.0
SP-FE076,SP-FE076.pdf,20/06/2026,REC-26060123,1.0,,2.0,0.0,1.0
SP-FE077,SP-FE077.pdf,20/11/2024,REC-24110201,2.0,,2.0,0.0,2.0
SP-FE077,SP-FE077.pdf,21/11/2024,ISS-67111332,,1.0,1.0,0.0,2.0
SP-FE077,SP-FE077.pdf,29/11/2024,ISS-67111372,,1.0,0.0,0.0,2.0
SP-FE077,SP-FE077.pdf,16/12/2024,REC-24120220,2.0,,2.0,0.0,2.0
SP-FE077,SP-FE077.pdf,25/02/2025,ISS-68020221,,1.0,1.0,0.0,2.0
SP-FE077,SP-FE077.pdf,26/03/2025,ISS-68030338,,1.0,0.0,0.0,2.0
SP-FE077,SP-FE077.pdf,09/04/2025,REC-25040045,3.0,,3.0,0.0,2.0
SP-FE077,SP-FE077.pdf,20/05/2025,ISS-68050583,,1.0,2.0,0.0,2.0
SP-FE077,SP-FE077.pdf,18/06/2025,ISS-68060738,,1.0,1.0,0.0,2.0
SP-FE077,SP-FE077.pdf,19/06/2025,ISS-68060740,,1.0,0.0,0.0,2.0
SP-FE077,SP-FE077.pdf,17/10/2025,REC-25100191,3.0,,3.0,0.0,2.0
SP-FE077,SP-FE077.pdf,22/11/2025,ISS-68111350,,1.0,2.0,0.0,2.0
SP-FE077,SP-FE077.pdf,13/03/2026,ISS-69030260,,1.0,1.0,0.0,2.0
SP-FE077,SP-FE077.pdf,30/04/2026,ISS-69040403,,1.0,0.0,0.0,2.0
SP-FE077,SP-FE077.pdf,14/07/2026,REC-26070141,4.0,,4.0,0.0,2.0
SP-FE077,SP-FE077.pdf,24/07/2026,ISS-69070736,,1.0,3.0,0.0,2.0
SP-FF001,SP-FF001.pdf,18/05/2020,REC-20050001,1.0,,1.0,2.0,8.0
SP-FF001,SP-FF001.pdf,01/06/2020,REC-20060043,10.0,,11.0,2.0,8.0
SP-FF001,SP-FF001.pdf,17/06/2020,ISS-63060086,,8.0,3.0,2.0,8.0
SP-FF001,SP-FF001.pdf,22/07/2020,ISS-63070220,,2.0,1.0,2.0,8.0
SP-FF001,SP-FF001.pdf,27/08/2020,REC-20080097,16.0,,17.0,2.0,8.0
SP-FF001,SP-FF001.pdf,28/08/2020,ISS-63080336,,16.0,1.0,2.0,8.0
SP-FF001,SP-FF001.pdf,12/10/2021,ISS-64100969,,1.0,0.0,2.0,8.0
SP-FF001,SP-FF001.pdf,21/11/2022,REC-22110160,4.0,,4.0,2.0,8.0
SP-FF001,SP-FF001.pdf,09/01/2023,ISS-66010030,,2.0,2.0,2.0,8.0
